CellSize,CellShape,NucleusDensity,ChromatinTexture,CytoplasmSize,CellAdhesion,MitosisRate,NuclearMembrane,GrowthFactor,OxygenSaturation,Vascularization,InflammationMarkers,Diagnosis,CellType_Epthlial,CellType_Mesnchymal,GeneticMutation_Presnt
-0.3408817092996596,0.5968913577274891,0.6846057415084178,-0.059765482636162465,-0.1683226840288993,0.09687903461343138,0.5329336061690211,0.10842658524816837,-0.46154376287639826,-0.056976760012207084,1.470587462206691,0.7579840971941204,0.0,1,0,0
-0.03978845138775179,0.42697797838464346,0.14546812840411805,-0.060581752139513785,-0.5602080142777622,1.0809114030301175,0.34582671436030266,0.9873457400636201,0.024205511077711878,-0.5237026547816989,1.5066960827122424,0.22871153217368448,0.0,0,0,1
-2.4310971758868467,-1.1867945225238656,0.7643253738071387,1.097111941826089,-0.7399737572278688,-0.6923141077332808,0.581036416670199,0.2785042065905077,2.944001806927183,-1.885273916449939,0.40319816878154224,-0.26180692677480755,0.0,0,0,1
0.3613311745696649,0.8413286570060582,-1.7226879047155965,-1.3108826690045419,0.10529383591935744,1.918644737732486,-1.6019835306809567,-0.24922139517322148,0.4493142560274415,-0.5343940171077853,-0.04940196008038356,-0.13221388604514056,1.0,1,0,0
-1.0647472690688586,-0.2997817729707655,2.6332930602899505,-0.1885768907873796,-1.09606887487776,-0.9828922185897264,0.862507853676101,1.089841253344017,0.024700682730099437,2.7686864586058526,0.17245253471311678,0.12335853412320003,0.0,1,0,1
0.1433337228720859,1.3885582036623072,-0.3304553924133342,0.6507950781901886,-0.7007014250082249,0.09537886420788921,-0.07311876806621403,0.16585927143756618,-1.9254010840005051,0.12413451766216593,0.44487185219648867,0.5428603579209513,0.0,1,0,0
-0.053723960520251,-0.8343169691463902,0.8434397255538962,-1.3366087554383943,-0.23679019796836112,1.1633154652660753,0.4246615209492921,0.3886789422420145,0.9486349039312061,-0.20910670993262104,0.1089581418702675,1.1518600156118555,0.0,1,0,0
0.7128005485112848,-0.1318632773469661,-2.7792970875332563,-0.46381473463734485,0.599987953200958,-0.3929525394277972,-1.7030849676106168,-0.06900619168133146,0.2067517294966118,-0.07715295035800518,0.4041918612141373,-0.24836894847841098,1.0,0,0,1
-0.766975619796947,0.604348522648021,1.5180646856934592,-0.8103706115509502,-0.7624975587602894,-0.08579931948751546,1.2320154518846875,0.3232551853438263,-1.1135253492567903,-0.08403290543350712,0.11733764159368329,1.5339613399498595,0.0,1,0,1
-0.8677814659049317,-0.37582035467136554,1.674852636138613,-1.356774587889256,-1.0501036030448885,0.011535445736881549,1.4378185707915205,0.9438371740424493,-0.24358897223085982,1.4311429723762163,-0.5980299511409217,1.7306789771022975,0.0,1,0,0
-1.214129624139618,1.7778892181206958,0.0020121720596866528,2.4267096317787034,-0.1574821577914003,-0.18213098008690667,0.4440383029462955,0.2993854485034156,-0.8844225505244118,-0.4997439934859309,-0.10972364350763443,-0.4248139487737958,0.0,0,0,0
1.1553642437089806,-0.4894667731128252,-1.151415499741044,0.41221303905339024,1.266002715517925,1.5977530488398797,-1.9008616929243827,0.013661594663996815,1.6139746206685985,-1.023857699176603,-1.7925316038171297,-1.4929143062827086,1.0,0,0,1
