Clase_0,Clase_1,Clase_2,Clase_3,Clase_4,Clase_5,Clase_6,Clase_7,Clase_8,Clase_9,Clase_10,Clase_11,Clase_12,Clase_13,Clase_14,Clase_15,Clase_16,Clase_17,Clase_18,Clase_19,Clase_20,Clase_21,Clase_22,Clase_23,Clase_24,Clase_25,Clase_26,Clase_27,Clase_28,Clase_29,Clase_30,Clase_31,Clase_32,Clase_33,Clase_34,Clase_35,Clase_36,Clase_37,Clase_38,Clase_39,Clase_40,Clase_41,Clase_42,Clase_43,Clase_44,Clase_45,Clase_46,Clase_47,Clase_48
0.8537146066207301,0.00021056914029193074,1.0409348645254297e-06,0.0004119662090042674,7.630061419717725e-05,0.002163719325596187,0.00012496473125342647,0.00034582445391453086,8.206977735732756e-05,0.003839570124969292,0.0016720084844979554,0.022243901093546556,0.0030894945941470813,0.00011243190666343909,0.0010639915771949427,0.0024703500110355137,0.0004984446251149504,4.635201562203991e-06,4.208636608738281e-06,0.0010073871781792654,3.0608191418499536e-05,0.005309882719312037,0.0020325901391879896,0.0006832958515244136,0.000999192988483254,6.380053596271108e-05,5.54676688311341e-06,0.004168665946234852,1.806893974070922e-05,0.001150997513744409,1.2420553150622122e-05,0.00776581885630945,1.2222035582165247e-05,0.015606096632850869,0.021487698119321642,0.0004268800455976267,0.0005508180522411158,0.00011370620841425336,0.00011356738224951259,0.0004222908054181538,0.0010713951558977573,0.004308356911578428,0.009235626622808303,5.957980375598425e-06,0.006086055431089985,0.02360848638133499,0.0007391749427646679,0.0008024303843474213,3.0862665446081434e-05
0.34413007132069334,0.0014413018318344968,0.0002780302184752767,0.008074047662242524,0.00033995589256707154,0.023808470419071616,0.0007402871171061916,0.0014093855428037605,0.012883474614798987,0.020039740617062436,0.0010479296597608186,0.004986912225660977,0.09070176415487849,0.005355778363551365,0.17143252087509114,0.0017798002720258513,0.013494119292504126,0.00012732413144787985,0.00132394330593789,0.01099927200265489,0.0035787103178949345,0.002325801029431947,0.004337756556945548,0.0011032950506357228,0.0020844804551797547,0.0035472680924552606,0.0003785404815421903,0.0008238779392587568,0.0023932822516274776,0.018606265320414123,3.2776102561914615e-05,0.05315762129405636,0.00032057072666166666,0.0150994819049576,0.03312863423322913,0.01721913921766978,0.00107445762919298,0.0003066268440480082,0.010236537455597794,0.021869041656230305,0.0030160893449190655,0.005884839084474342,0.014913230360796823,0.00045488693197370355,0.018146474655514586,0.03945638187266177,0.004608680254218978,0.005738014102584461,0.001763109313095882
0.08300448231818762,0.0008006901651884748,0.008429044437912078,0.0004297368963072176,5.0329207977020234e-05,0.04423234731459933,5.761677533053371e-05,0.011689088041525105,0.0011478528626592023,0.09357496108232866,0.004234287758747528,0.26520350445107793,0.003189573205621457,0.0002051498439300457,0.001607486917970971,0.0015059517007968363,0.0008972722606554382,0.010947461616357687,0.004473298490960007,0.0031094109105809812,0.00011756649988098123,0.0023220461346314925,0.013037208079055602,0.0008615933371745401,0.2637888107982322,0.022824024444235043,0.00011543675916764461,0.0008467545095705224,0.0007671855866586829,0.004880167971630616,0.0003360204489940304,0.013235970163367682,0.0001319678527811924,0.010636879432826223,0.004633008285310414,0.0011062599297537276,0.008184762252547497,0.0015310731127229204,0.004598835386133118,0.007174138186984741,0.0059594467546476935,0.0022682119732340194,0.06742300315335563,0.00027221285654423655,0.010818231625593379,0.007552768265163766,0.00014984335093869898,0.004533594602140492,0.0011034319880089383
0.3787836177857917,0.0008957099792228014,8.365242394446925e-08,0.00010170323678115741,0.0020607298930434568,0.0018706760381667676,8.92914575562209e-07,0.0005653883265127621,9.504017982142859e-05,0.0005549280521274249,2.0117134985686332e-05,0.0026314820495741014,2.799746647615532e-06,1.1086587232576536e-05,0.00040294314616058494,0.00013908456295118538,2.050538887878523e-06,0.0016573431467725565,2.7289968648242737e-06,2.9251875547636472e-05,6.77638132214314e-06,0.0026816350222200608,0.26136760142406573,0.0029587687695634014,0.056037557991158456,0.00665384353168281,6.838232167503956e-05,0.0018751342903806732,3.660730832905556e-05,0.0001458030106909042,4.762204292840931e-05,0.015606331816777109,3.5870222919750856e-05,0.05643463105480503,5.282233813105798e-06,0.004819742988469455,0.0002897533667530759,9.229047077396808e-08,7.087467365123311e-08,3.409595054297366e-06,1.5204400172516923e-05,0.12154169349877485,0.008984463342591393,5.5755866204405204e-05,0.055514627070029944,0.012871035808113968,5.651623866011621e-06,0.0021089515732557957,4.2435146479903665e-08
0.3910894078506766,0.029355584169447498,8.838000324496517e-05,0.002466401542335607,0.003173946814031535,0.022158157139654477,0.002605308227828515,0.005310029588408744,0.011485095291056133,0.12323887492055087,0.011899473877585729,0.0002738293198928047,0.0021227509894104434,0.005749672084462019,0.0033910482964233965,0.006550271567511927,0.02919766706003675,0.0029437046182011774,0.00042198976515285373,0.0006179659247903973,0.05102178730620725,0.006143381118562806,0.020483089618823874,0.04259035645007658,0.0040971457934353755,0.011217317154707118,0.011820062043771125,0.0005363819486018167,0.0020543721667311277,0.01611876169524321,0.0003793518896985252,0.06069719365371426,0.0046855896006631715,0.005935624370462513,0.012495919625781672,0.010166143036065474,0.0011539883861419143,0.0001670556295864845,0.0019526949569275802,0.011163050259473452,0.007957618425426968,0.0038558554651497903,0.004145546207875303,0.005329337089879975,0.043621298645492745,0.0034308457749341902,0.000923479477673296,0.0005082754637290184,0.0012089176944611215
0.963298748800751,8.855367253924594e-05,3.0761435380494213e-07,8.097133907423631e-06,6.857935756386738e-07,4.2991795951180165e-05,1.587347668673865e-06,4.055230109153866e-06,1.9874555092456907e-05,0.0005751161534190168,0.0018266969720784406,3.965474626431745e-05,0.00021366936668221686,0.00011574707524802926,0.00017109611051309458,2.153424473176557e-05,6.7507328700318e-06,0.0031482484501864404,0.00014331964438848456,3.931011588536173e-06,0.00023039522183291406,8.14629194831175e-05,1.719192570657743e-05,8.715766019347035e-05,0.009319021105575684,4.520240369044418e-05,4.0686736521039696e-05,4.354877253614392e-06,7.463618110757698e-06,0.0011306206919014146,6.593577806985233e-05,3.496562204404429e-05,5.574885853562648e-06,0.002900600681940553,1.4794832334116725e-05,0.0005739103016717814,7.184159522489908e-05,2.3034134707360817e-07,9.207196423039194e-08,1.9589591354247473e-05,1.1746559524354392e-05,3.1019870589870663e-05,0.0032046213106889715,2.0381746309834085e-05,0.010897256986281842,0.00142847219537122,3.837945596664502e-06,6.177844888042067e-08,2.084229319613436e-05
0.22377034213576663,0.0005333643330349571,2.2539204845157587e-06,0.00046492830682088763,2.07087047924559e-05,0.07528294321704354,3.744781580895537e-06,0.003217022334994581,0.0011630879724184881,0.008969749025699796,0.013832558018936826,0.03261301644663854,0.0005714198569460202,0.00010261582905996393,0.00020597254187013927,0.003776868097740952,0.0004550606582465509,0.0002927422106596569,2.618690309160376e-05,0.00012493213696512134,0.0001525904747067494,0.0014235586250737197,0.010307779182996812,0.00028059016993738176,0.009210815417012345,0.004512536652843376,4.7715454416615617e-05,4.8132074341053474e-05,8.346079506543897e-06,0.05943042214654688,0.003534846724674506,0.008794313147423615,0.00048489278897196415,0.11507730694255523,0.04662907153286494,0.00032008398742489465,0.001660234355345098,0.0014302487706979508,1.782278160793679e-05,0.0007372890475795039,0.3026200870063179,0.0003895849070143866,0.0032866180381260417,0.0002640085919676245,0.049832798295470215,0.010485605974904772,4.73973941038221e-05,0.00012485661322691563,0.003410929389549023
0.6114281767150673,0.0006442508962546333,5.136925799790027e-07,0.02867118363269938,2.6988004290163094e-05,0.00042001740785998137,0.00019462172509257088,0.0004014659931171711,0.00036507221305795396,0.0006737421226084558,0.0013426372361755856,0.03189875361151912,0.0021861002991028205,5.175030948835425e-05,0.0050089696578759285,0.0011600790551753231,6.275943714133595e-05,0.0001940369323239353,0.00013951514095490454,0.0063611638455412685,9.87129330861894e-06,0.015254843130123093,0.001158739984689582,0.00021357369870240694,0.004791229070007653,0.00039852033360288894,2.698376853351536e-05,0.007958989736415966,2.7672888397593946e-05,0.001069646146745056,0.00029826930238476646,0.023803701444665617,2.0877455489931593e-05,0.08830360085317447,0.00043975997264025796,0.00012112541526435074,0.00011043250110355729,0.0002557201452219932,1.2489426317244503e-06,1.038652456320626e-05,7.184183257225473e-05,0.02996167727328043,0.053238288153206345,2.240098882339646e-05,0.008437997009160671,0.06965116291131655,0.0026697807254421678,0.0004349278384708332,4.932732134914418e-06
0.17752198212591414,0.0005541939457905623,3.5689285195779984e-08,0.00024531705257495334,1.0812714966876656e-05,7.257209302488445e-05,2.1447355893715218e-05,0.0001965927697929086,3.2566148692426486e-06,0.00011266593671428735,0.00395131111552444,0.0032507324031610585,0.001489504968511996,7.323838543568957e-06,0.003482674547120694,0.01109698798284701,4.562799748475811e-06,2.6439501520984473e-06,7.958372246972198e-06,1.0265794065747437e-05,1.5324431404590966e-05,0.09145114568147275,0.00014946716434669464,0.00014473911728779293,0.002335373368862428,7.927046449226674e-06,9.345325887040035e-06,0.14216991589327338,5.13380394599959e-06,0.0044954312932856035,0.006383431816393906,0.013009348505905427,6.320847336525014e-07,0.07218592154032757,9.456343464388647e-05,0.010228294618378073,0.0027811114735781647,0.00010431839023104615,1.919787762220548e-06,1.0312862736862537e-06,0.0019934331192576205,0.0006288334821306909,0.08549599678959185,0.00016589812997544327,0.02034798145155229,0.34084943130722883,0.0002473501047634131,0.0024430590560528286,0.00021079842425522895
0.8935482950667212,0.00019362651946698616,7.348479101428739e-08,0.0001479624357588408,5.22461029455677e-05,0.0006306812997594469,4.4047005386290695e-08,9.84894945815969e-05,0.00012071947805359413,0.028077750365886077,0.0008377323914468804,0.004715356458410624,0.0004560969521902633,1.1176013272038736e-05,0.001198997215792562,0.00011516992539990973,5.33754457843475e-05,5.243173552539648e-05,2.6708480166744896e-05,4.351164962693893e-05,6.989017916285489e-05,0.002581454195870556,0.0005777579053763481,7.772099560390523e-06,0.009412965819952294,0.0009854150178839672,9.828404963693392e-06,5.76008778718865e-06,1.6477455038601184e-07,0.006244310786696011,5.112794958992929e-06,0.009090676932094135,4.070805589182535e-05,0.022222040468149427,0.00025431830415799335,0.00028394975704338076,0.00041161825451586405,0.00011199223473083935,3.3415774297972385e-06,0.00023729481203472563,0.0004854838858553257,6.004850625609249e-05,0.0023100466754464467,0.00010386654073463706,0.012895434120711213,0.00107587732032475,1.181057077468015e-05,0.00011107602184353348,9.539332657108089e-06
0.014588074619812109,0.546302741955173,4.061298061081376e-05,4.0545797798976e-05,0.007256442836396436,0.03759991668346557,1.2424976842508543e-05,0.0006121878797116112,0.0010137156376167765,1.7213040823290694e-05,5.8720024083027e-05,0.0001368025353177295,2.5635061570481575e-06,0.0002682539614647144,7.554196124550099e-05,0.001684277771808465,0.00010797031827515959,0.015483469965998038,4.0341450133157865e-05,6.721817312190717e-05,1.0446774904359541e-05,0.0006387373714589361,0.017896240809455056,0.006883328750549079,0.033488189286691554,0.23733269997938136,0.0009176451502652643,0.00814113588451872,0.002085994021680094,0.0015668094354580721,0.00048500054815421383,0.0024652731091125697,0.00045631140144674264,0.011023581862846283,8.468116841964254e-05,0.005194798291330075,0.034559587705141705,3.344495803684026e-05,0.002126852581882104,0.00035913095135578125,0.0005118115753795217,0.00012046484169880205,0.0022235568631816423,0.0031705886480519374,0.0025130247252203946,3.289494235209185e-05,3.414459964221073e-05,0.00017631035292144277,5.82773336077466e-05
0.007830956642074404,0.8041205103689054,2.957085318694884e-06,5.01550227719786e-05,0.005802023780057355,0.002089748944374566,2.842894434367245e-05,2.3996580240043735e-05,0.0020945960104756154,3.2476304286403405e-05,0.00032682482361949533,2.241017948253852e-05,5.906324281285675e-05,0.0001863518981702807,8.422219005687375e-06,0.002359225707931378,5.4187037315722245e-06,0.020155168436954793,8.304830617501906e-05,0.00014425304919091518,0.00011114330136787026,0.006418785909341904,8.198576584384333e-05,0.0010778195333789743,0.00983467160920376,0.04150414004964152,0.02774834968613002,0.002219010959691519,0.0002938162732326441,0.0024326364910461267,0.002575287667143694,0.00010213432337959417,0.03596055410258751,0.00010294576577087386,1.092109086483461e-05,0.00018233137171653016,0.0027228364825137427,0.0011821272791508472,7.027852908579508e-05,8.774098951678752e-05,8.598907808847425e-05,0.000359702620512929,5.3369551193182144e-05,0.01825598526828275,0.0005977622746325641,2.186369879864118e-05,0.00044776252396506517,2.6445451792852755e-05,5.5661022023947395e-06
